PRODUCT,MATERIEL,GAMME,REFERENCE,DESCRIPTION,CATALOGUE,IMAGES PRODUIT,IMAGES AMBIENCE,MAIN COLOR,FINITION,ESPACES 1,ESPACES 2,ESPACES 3,ESPACES 4,ESPACES 5,ESPACES 6,UTILISATIONS,UTILISATIONS 2,UTILISATIONS 3,UTILISATIONS 4,UTILISATIONS 5,FORMATS,OPTIONS,FICHE TECNIQUE,ORIGINE
CALACATTA STATUARIO,PORCELÁNICO,SAPIENSTONE,2000051621,Porcelânico que imita um mármore branco puro de tendência absoluta na decoração de interiores das cozinhas hoje em dia. Este produto apresenta-se com acabamento natural e polido.,,"CALACATTA_STATUARIO_NATURAL_PRODUCTO_WEB.jpg,CALACATTA_STATUARIO_PULIDO_PRODUCTO_WEB.jpg",CALACATTA_STATUARIO_AMBIENTE_WEB.jpg,BLANCO,"NATURAL,POLIDO",COZINHA,,,,,,BANCADA,,,,,"Tablero estándar: 320x150 cm Espesores: 1,2 cm",,Sapienstone-catalogo-tecnico.pdf,
DARK MARQUINA,PORCELÁNICO,SAPIENSTONE,2000052671,"A elegante e intensa Dark Marquina é uma nova tonalidade da SapienStone para revestir bancadas de cozinha. Tem um subtil riscado branco sobre a base preta, e reproduz um dos mármores mais famosos de Espanha, o Negro Marquina.",,"DARK_MARQUINA_PULIDO_PRODUCTO_WEB.jpg,DARK_MARQUINA_SILKY_PRODUCTO_WEB.jpg",DARK_MARQUINA_AMBIENTE_WEB.jpg,NEGRO,"SEDA,POLIDO",COZINHA,,,,,,BANCADA,,,,,"Tablero estándar: 320x150 cm Espesores: 1,2 cm",,Sapienstone-catalogo-tecnico.pdf,
GREY EARTH,PORCELÁNICO,SAPIENSTONE,2000051919,"Porcelanato que nasce da fusão de pietra serena e cimento, criando um produto que combina com muitos tons de cozinha. Superfície ligeiramente estruturada.",,GREY_EARTH_PRODUCTO_WEB.jpg,GREY_EARTH_AMBIENTE_WEB.jpg,GRIS OSCURO,NATURAL ,COZINHA,,,,,,BANCADA,,,,,"Tablero estándar: 320x150 cm Espesores: 1,2 cm",,Sapienstone-catalogo-tecnico.pdf,
LIGHT EARTH,PORCELÁNICO,SAPIENSTONE,2000051921,"Produto criado da mistura de areias castanhas claras e cinzentas fundidas sobre um design em cimento, aptas para qualquer ambiente. Superfície levemente estruturada.",,LIGHT_EARTH_PRODUCTO_WEB.jpg,LIGHT_EARTH_AMBIENTE_WEB.jpg,MARRÓN ,NATURAL ,COZINHA,,,,,,BANCADA,,,,,"Tablero estándar: 320x150 cm Espesores: 1,2 cm",,Sapienstone-catalogo-tecnico.pdf,
NOIR,PORCELÁNICO,SAPIENSTONE,2000053816,"A cor preta é básica em muitas cozinhas ao redor do mundo, nosso acabamento natural dá um toque único no mercado.",,NOIR_PRODUCTO_WEB.jpg,NOIR_AMBIENTE_WEB.jpg,NEGRO,NATURAL ,COZINHA,,,,,,BANCADA,,,,,"Tablero estándar: 320x150 cm Espesores: 1,2 cm",,Sapienstone-catalogo-tecnico.pdf,
PIETRA GREY ,PORCELÁNICO,SAPIENSTONE,2000051629,Pietra Grey é o tom mais escuro da coleção SapienStone. Resulta particularmente luminoso e o seu brilho é acentuado por um subtil desenho de riscas brancas capaz de dar a qualquer divisão um ar chique e cosmopolita. Disponível nos acabamantos natural e polido,,PIETRA_GREY_PRODUCTO_WEB.jpg,PIETRA_GREY_AMBIENTE_WEB.jpg,GRIS OSCURO,"NATURAL,POLIDO",COZINHA,,,,,,BANCADA,,,,,"Tablero estándar: 320x150 cm Espesores: 1,2 cm",,Sapienstone-catalogo-tecnico.pdf,
PREMIUM WHITE,PORCELÁNICO,SAPIENSTONE,2000051626,O Premium White é uma mistura de base branco brilhante com um veio cinzento subtil que cria um estilo e um design fortemente exclusivo. A melhor escolha para conjugar estes opostos.,,PREMIUM_WHITE_NATURAL_PRODUCTO_WEB.jpg,PREMIUM_WHITE_AMBIENTE_WEB.jpg,BLANCO,"NATURAL,POLIDO",COZINHA,,,,,,BANCADA,,,,,"Tablero estándar: 320x150 cm Espesores: 1,2 cm",,Sapienstone-catalogo-tecnico.pdf,
ROVERE BAIO,PORCELÁNICO,SAPIENSTONE,2000052991,"A madeira infunde calor, tem tons e tons únicos e dá aos quartos um estilo atemporal.",,ROVERE_BAIO_PRODUCTO_WEB.jpg,ROVERE_BAIO_AMBIENTE_WEB.jpg,MARRÓN ,NATURAL ,COZINHA,,,,,,BANCADA,,,,,"Tablero estándar: 320x150 cm Espesores: 1,2 cm",,Sapienstone-catalogo-tecnico.pdf,
ROVERE BUCKSKIN,PORCELÁNICO,SAPIENSTONE,2000052992,"O tom quente, os nós e veios, o acabamento natural, o nome, tudo evoca a madeira, um material quente e versátil por excelência.",,ROVERE_BUCKSKIN_PRODUCTO_WEB.jpg,ROVERE_BUCKSKIN_AMBIENTE_WEB.jpg,MARRÓN ,NATURAL ,COZINHA,,,,,,BANCADA,,,,,"Tablero estándar: 320x150 cm Espesores: 1,2 cm",,Sapienstone-catalogo-tecnico.pdf,
UNI ICE,PORCELÁNICO,SAPIENSTONE,2000051605,Cor ultra branca que proporciona simplicidade e luz à bancada da sua cozinha. Este produto apresenta-se com acabamento natural e polido.,,UNI_ICE_NATURAL_PRODUCTO_WEB.jpg,UNI_ICE_AMBIENTE_WEB.jpg,BLANCO,"NATURAL,POLIDO",COZINHA,,,,,,BANCADA,,,,,"Tablero estándar: 320x150 cm Espesores: 1,2 cm",,Sapienstone-catalogo-tecnico.pdf,
BLACK TAURUS,GRANITO,COLECCIÓN GRANITOS,,,,,,,,,,,,,,all,,,,,,,,
BLANCO MONTREAL,GRANITO,COLECCIÓN GRANITOS,,,,,,,,,,,,,,all,,,,,,,,
BLANCO DIAMANTE,GRANITO,COLECCIÓN GRANITOS,,,,,,,,,,,,,,all,,,,,,,,
BLANCO BERROCAL,GRANITO,COLECCIÓN GRANITOS,3000000748,,,,,GRIS ,"Apomazado,POLIDO,Flameado,Seda,Envejecido",all,,,,,,all,,,,,Tablero,,"Densidad aparente: 2.630 Kg/m3;Reacción a la compresión: 175 Mpa;Resistencia a la flexión: 13,07 Mpa;Absorción de agua: 0,30%",
CREMA CHAMPÁN,GRANITO,COLECCIÓN GRANITOS,,,,,,,,,,,,,,all,,,,,,,,
CORNEANA DARK SIENNA,CUARCITA ,COLECCIÓN GRANITOS,2000050859,,,,,NEGRO,"POLIDO,Mate,Satinado",all,,,,,,all,,,,,Tablero,,"Densidad:2730Kg/m3
Resistencia a la compresión: 216 Mpa;Resistencia a la flexión: 25,9 Mpa;Absorción agua: <0,1%",
GRIS FINO,GRANITO,COLECCIÓN GRANITOS,,,,,,,,,,,,,,all,,,,,,,,
GRIS QUINTANA,GRANITO,COLECCIÓN GRANITOS,,,,,,,,,,,,,,all,,,,,,,,
NEGRO OCHAVO,GRANITO,COLECCIÓN GRANITOS,,,,,,,,,,,,,,all,,,,,,,,
CORNEANA DARK SIENNA,GRANITO,COLECCIÓN GRANITOS,,,,,,,,,,,,,,all,,,,,,,,
HIMALAYA BLUE,GRANITO,COLECCIÓN GRANITOS,2000000720,,,,,MARRÓN ,POLIDO,all,,,,,,all,,,,,Tablero,,,
IVORY GOLD,GRANITO,COLECCIÓN GRANITOS,2000052473,,,,,AMARILLO,POLIDO,all,,,,,,all,,,,,Tablero,,,
JUPARANA COLOMBO,GRANITO,COLECCIÓN GRANITOS,,,,,,,,,,,,,,all,,,,,,,,
MULTICOLOR GUAYANA,GRANITO,COLECCIÓN GRANITOS,,,,,,,,,,,,,,all,,,,,,,,
MUMBAY GOLD (MILLENIUM),GRANITO,COLECCIÓN GRANITOS,,,,,,,,,,,,,,all,,,,,,,,
NEGRO IMPALA,GRANITO,COLECCIÓN GRANITOS,3000000241,Granito de cor negra e cinza escuro com a granumetria fina. Para todo o tipo de aplicações.,,,,NEGRO,"Apomazado,POLIDO,Flameado,Seda,Envejecido",all,,,,,,all,,,,,Tablero,,"Densidad aparente: 2.930 Kg/m3;Reacción a la compresión: 229 Mpa;Resistencia a la flexión: 16,1 Mpa;Absorción de agua: 0,1%",
PIEMONTE (VERDE PIEMONTE),GRANITO,COLECCIÓN GRANITOS,,,,,,,,,,,,,,all,,,,,,,,
ROJO BALMORAL,GRANITO,COLECCIÓN GRANITOS,,,,,,,,,,,,,,all,,,,,,,,
"SILVER WHITE
(CRISTALINO)",GRANITO,COLECCIÓN GRANITOS,,,,,,,,,,,,,,all,,,,,,,,
ROYAL BLACK,GRANITO,COLECCIÓN GRANITOS,3000000355,,,,,NEGRO,POLIDO,all,,,,,,all,,,,,Tablero,,,
SAHARA GOLD,GRANITO,COLECCIÓN GRANITOS,,,,,,,,,,,,,,all,,,,,,,,
SAN LUIS (MONCHIQUE),GRANITO,COLECCIÓN GRANITOS,3000001011,,,,,GRIS ,"Apomazado,POLIDO,Flameado,Seda,Envejecido",all,,,,,,all,,,,,Tablero,,"Densidad aparente: 2.550 Kg/m3;Reacción a la compresión: 114 Mpa;Resistencia a la flexión: 18 Mpa;Absorción de agua: 0,23%",
SILVESTRE,GRANITO,COLECCIÓN GRANITOS,3000000758,,,,,GRIS ,"Apomazado,POLIDO,Granallado,Seda,Envejecido",all,,,,,,all,,,,,Tablero,,"Densidad aparente: 2.630 Kg/m3;Reacción a la compresión: 105 Mpa;Resistencia a la flexión: 13,9 Mpa;Absorción de agua: 0.3%",
SILVESTRE CAÑIZA,GRANITO,COLECCIÓN GRANITOS,,,,,,,,,,,,,,all,,,,,,,,
SHIVAKASHY LIMÓN,GRANITO,COLECCIÓN GRANITOS,3000001120,,,,,VERDE,POLIDO,all,,,,,,all,,,,,Tablero,,,
STEEL GREY,GRANITO,COLECCIÓN GRANITOS,,,,,,,,,,,,,,all,,,,,,,,
VERDE IMPERIAL,GRANITO,COLECCIÓN GRANITOS,3000001431,Granito de verde movimentado com presença de tons rosados e cremes. Muito versatil para se enquadrar em diferentes estilos decorativos.,,,,VERDE,"Apomazado,POLIDO,Flameado,Seda,Envejecido",all,,,,,,all,,,,,Tablero,,"Densidad aparente: 2.610 Kg/m3;Reacción a la compresión: 193,18 Mpa;Resistencia a la flexión: 15,01 Mpa;Absorción de agua: 0,25%",
VIA LACTEA,GRANITO,COLECCIÓN GRANITOS,,,,,,,,,,,,,,all,,,,,,,,
ROMA BLUE CUARCITA,GRANITO,COLECCIÓN GRANITOS,,,,,,,,,,,,,,,,,,,,,,
STARDUST GOLD,GRANITO,COLECCIÓN GRANITOS,,,,,,,,,,,,,,,,,,,,,,
SUPER WHITE,GRANITO,COLECCIÓN GRANITOS,,,,,,,,,,,,,,,,,,,,,,
SHANGRILA RESINADO,GRANITO,COLECCIÓN GRANITOS,,,,,,,,,,,,,,,,,,,,,,
ITALGREEN RESINADO,GRANITO,COLECCIÓN GRANITOS,,,,,,,,,,,,,,,,,,,,,,
MADURA GOLD,GRANITO,COLECCIÓN GRANITOS,,,,,,,,,,,,,,,,,,,,,,
KALA/CORALLO,GRANITO,COLECCIÓN GRANITOS,,,,,,,,,,,,,,,,,,,,,,
NEON,GRANITO,COLECCIÓN GRANITOS,,,,,,,,,,,,,,,,,,,,,,
ALISIA/GREEN ARMY,GRANITO,COLECCIÓN GRANITOS,,,,,,,,,,,,,,,,,,,,,,
ACIMUT/METEO,GRANITO,COLECCIÓN GRANITOS,,,,,,,,,,,,,,,,,,,,,,
BRONZE,GRANITO,COLECCIÓN GRANITOS,,,,,,,,,,,,,,,,,,,,,,
SAN GIOVANNI LIGHT,GRANITO,COLECCIÓN GRANITOS,,,,,,,,,,,,,,,,,,,,,,
STONETACK® ,PIZARRA,STONETACK® ,2000051709,,CUPASTONE_CATALOGO_ STONETACK_PT.pdf,,,NEGRO,NATURAL ,QUARTO,SALA DE ESTAR,,,,,PAREDE INTERIOR,,,,,"Estándar: 54x30 cm/Espesor: 5,5-7,5 mm",,Baja absorción. No oxida. Buena resistencia.,ESPAÑA
URBAN ANTRACITE,PORCELÁNICO,SAPIENSTONE,2000051603,Porcelânico que proporciona à cozinha um ar moderno. Uma bancada deste material condiz praticamente com todas as cores da mobília. Apresenta uma textura superficial leve que dá um carácter sofisticado e diferente.,,URBAN_ANTRACITE_PRODUCTO_WEB.jpg,URBAN_ANTRACITE_AMBIENTE_WEB.jpg,NEGRO,NATURAL ,COZINHA,,,,,,BANCADA,,,,,"Tablero estándar: 320x150 cm Espesores: 1,2 cm",,Sapienstone-catalogo-tecnico.pdf,
URBAN ARGENTO,PORCELÁNICO,SAPIENSTONE,2000051604,"Porcelânico de cor cinzenta que, na bancada, atribui à cozinha um ar um tudo-nada mais industrial e condiz praticamente com todas as cores de móveis. Apresenta uma textura superficial leve que dá um carácter sofisticado e diferente.",,URBAN_ARGENTO_PRODUCTO_WEB.jpg,URBAN_ARGENTO_AMBIENTE_WEB.jpg,GRIS CLARO,NATURAL ,COZINHA,,,,,,BANCADA,,,,,"Tablero estándar: 320x150 cm Espesores: 1,2 cm",,Sapienstone-catalogo-tecnico.pdf,
PLATINUM WHITE,PORCELÁNICO,SAPIENSTONE,,"O clássico e o contemporâneo convivem harmoniosamente em um espaço pensado para proporcionar conforto e estética. É a escolha de quem quer transitar em ambientes de personalidade forte, expressão do gosto de quem os habita. A sobriedade de PLATINUM WHITE fala de elegância, caráter e funcionalidade. O resultado é sem dúvida prestigioso, mas sem ceder a excessos ou frivolidades. Rigor parece ser o conceito fundamental para quem cuida de todos os detalhes para se dar um
casa de muito bom gosto",,PLATINUM_WHITE_PRODUCTO_WEB.jpg,PLATINUM_WHITE_AMBIENTE_WEB.jpg,BLANCO,NATURAL,COZINHA,,,,,,BANCADA,,,,,"Tablero estándar: 320x150 cm Espesores: 1,2 cm",,,
PALLADIUM GREY,PORCELÁNICO,SAPIENSTONE,,"O resultado de um ambiente com PALLADIUM GREY é um recanto acolhedor, acolhedor e luminoso onde pode mimar-se com momentos de agradável descontração. Alguns toques de cor aqui e ali animam e aquecem um contexto de elegância lúdica, sem abrir mão da praticidade.",,PALLADIUM_GREY_PRODUCTO_WEB.jpg,PALLADIUM_GREY_AMBIENTE_WEB.jpg,GRIS OSCURO,NATURAL,COZINHA,,,,,,BANCADA,,,,,"Tablero estándar: 320x150 cm Espesores: 1,2 cm",,,
TERRA MOCA,PORCELÁNICO,LAPITEC ,2000052266,,,,,MARRÓN ,"Brillo,Satin y texturizados (tipo Lithos o Vesuvio)",all,,,,,,all,,,,,Estándar: Tabla XXL  3365x1500 mm/Espesor: 12-30 mm,,"Reacción a la compresión: 483 N;mm2 2 Resistencia a la flexión: 53 N;mm2 Absorción de agua: 0,1%",ITALIA
BLACK DIAMOND,PORCELÁNICO,SAPIENSTONE,,"Os momentos de encontro e convívio, seja por motivos profissionais ou pessoais, são cada vez mais frequentes, daí a crescente procura nos espaços de acolhimento. Pedem-nos que sejamos acolhedores, elegantes, funcionais. como BLACK DIAMOND é essencial para a definição destes espaços. Requinte e carácter parecem ser a chave para criar uma base onde colocar
acessórios confortáveis ​​e originais, para dar uma sensação de intimidade quase doméstica.",,BLACK_DIAMOND_PRODUCTO_WEB.jpg,BLACK_DIAMOND_AMBIENTE_WEB.jpg,NEGRO,NATURAL,COZINHA,,,,,,BANCADA,,,,,"Tablero estándar: 320x150 cm Espesores: 1,2 cm",,,
PIASENTINA,PORCELÁNICO,SAPIENSTONE,,"“A linearidade é o imperativo de quem projeta espaços geométricos com acabamentos em materiais como PIASENTINA destacar formas e superfícies simples e elegantes. Essas soluções só são possíveis quando há uma identidade resoluta por trás, de um gosto específico.""",,PIASENTINA_PRODUCTO_WEB.jpg,PIASENTINA_AMBIENTE_WEB.jpg,GRIS OSCURO,ESTRUCTURADO,COZINHA,,,,,,BANCADA,,,,,"Tablero estándar: 320x150 cm Espesores: 1,2 cm",,,
ALPI CHIARO VENATO,PORCELÁNICO,SAPIENSTONE,,"ALPI CHIARO VENATO é um tom extremamente elegante, único e muito versátil que pode ser combinado com móveis claros e escuros e,
portanto, pode ser colocado em ambientes tradicionais ou modernos, em residências particulares ou espaços públicos. Alpi chiaro é apresentado com um fundo verde intenso que proporciona um movimento natural graças à sua
minúsculas listras brancas.",,ALPI_CHIARO_VENATO_PRODUCTO_WEB.jpg,ALPI_CHIARO_VENATO_AMBIENTE_WEB.jpg,GRIS OSCURO,NATURAL,COZINHA,,,,,,BANCADA,,,,,"Tablero estándar: 320x150 cm Espesores: 1,2 cm",,,
CALACATTA MACCHIA VECCHIA,PORCELÁNICO,SAPIENSTONE,,"É uma superfície com efeitos de mármore, suave e sedosa ao toque. As estruturas que o acolhem são sóbrias, essenciais e prontas a realçar as atraentes joias que inocentemente aliviam frustrações ou recompensam sucessos.",,CALACATTA_MACCHIA_VECCHIA_PRODUCTO_WEB.jpg,CALACATTA_MACCHIA_VECCHIA_AMBIENTE_WEB.jpg,BLANCO,"SILK,POLIDO",COZINHA,,,,,,BANCADA,,,,,"Tablero estándar: 320x150 cm Espesores: 1,2 cm",,,
SEMINATO CANDIDO,PORCELÁNICO,SAPIENSTONE,,"O Seminato Candido, com detalhes em rosa e veios esbranquiçados, é inspirado no tijolinho veneziano, uma tradição artesanal antiga e nobre, incorporando as características do porcelanato de última geração. O terraço de estilo veneziano volta a ser introduzido em projetos de estilos tradicionais, contemporâneos e minimalistas. O contraste cromático do terrazzo, com sua composição típica de cascalho e cacos, torna-se um elemento distintivo que lembra os palácios venezianos do século XV.",,SEMINATO_CANDIDO_PRODUCTO_WEB.jpg,SEMINATO_CANDIDO_AMBIENTE_WEB.jpg,BEIGE ,"NATURAL,POLIDO",COZINHA,,,,,,BANCADA,,,,,"Tablero estándar: 320x150 cm Espesores: 1,2 cm",,,
SEMINATO NERO,PORCELÁNICO,SAPIENSTONE,,"Seminato Nero, com um caráter forte e noturno que combina com móveis leves e volumes leves, é inspirado no tijoleira veneziana, uma tradição artesanal antiga e nobre, que incorpora o desempenho do grés porcelânico de nova geração. projetos de estilos tradicionais, contemporâneos e minimalistas. O contraste cromático do terrazzo, com sua composição típica de cascalho e cacos, torna-se um elemento distintivo que lembra os palácios venezianos do século XV",,SEMINATO_NERO_PRODUCTO_WEB.jpg,SEMINATO_NERO_AMBIENTE_WEB.jpg,GRIS OSCURO,"NATURAL,POLIDO",COZINHA,,,,,,BANCADA,,,,,"Tablero estándar: 320x150 cm Espesores: 1,2 cm",,,
SEMINATO BEIGE,PORCELÁNICO,SAPIENSTONE,,"Seminato Beige, com uma mistura de cores suaves e suaves, é inspirado no terrazzo Veneziano, uma tradição artesanal antiga e nobre, que incorpora as características do grés porcelânico de nova geração. O terraço de estilo veneziano volta a ser introduzido em projetos de estilos tradicionais, contemporâneos e minimalistas. O contraste cromático do terrazzo, com sua composição típica de cascalho e cacos, torna-se um elemento distintivo que lembra os palácios venezianos do século XV.",,SEMINATO_BEIGE_PRODUCTO_WEB.jpg,SEMINATO_BEIGE_AMBIENTE_WEB.jpg,BEIGE ,"NATURAL,POLIDO",COZINHA,,,,,,BANCADA,,,,,"Tablero estándar: 320x150 cm Espesores: 1,2 cm",,,
QUARTZITO CARIOCA BRONCE,QUARTZITO,PEDRA NATURAL,2000000535,"Pedra natural semelhante ao arenito, com tons ocre e muito rugosa.",https://cupastonept.servidor.gal/wp-content/uploads/sites/4/recursos/CUPA_STONE_PEDRA_NATURAL_2022.pdf,"CUARCITA_CARIOCA_BRONCE_COMPOSICION_PRODUCTO_WEB.jpg,CUARCITA_CARIOCA_BRONCE_TEXTURA_PRODUCTO_WEB.jpg",CUARCITA_CARIOCA_BRONCE_AMBIENTE_WEB.jpg,DOURADO,NATURAL,BANHO,COZINHA,JARDIM,SALA DE ESTAR,TERRAÇO,QUARTO,FACHADA,PAREDE INTERIOR,PISO EXTERIOR,PISO INTERIOR,CHAMINÉ,"Padrão: 40x20; 60x30; 60x40; 90x90 e TABLA / Espessura: 1,5 a 4 cm",,,
QUARTZITO SILVER GREY,QUARTZITO,PEDRA NATURAL,2000049660,"Quartzito de cor cinza e tons azuis com variaçoes, ideal para projetos modernos.",https://cupastonept.servidor.gal/wp-content/uploads/sites/4/recursos/CUPA_STONE_PEDRA_NATURAL_2022.pdf,"CUARCITA_SILVER_GREY_COMPOSICION_PRODUCTO_WEB.jpg,CUARCITA_SILVER_GREY_TEXTURA_PRODUCTO_WEB.jpg",CUARCITA_SILVER_GREY_AMBIENTE_WEB.jpg,CINZA,ENVELHECIDO CALIBRADO,BANHO,COZINHA,JARDIM,SALA DE ESTAR,TERRAÇO,QUARTO,FACHADA,PAREDE INTERIOR,PISO EXTERIOR,PISO INTERIOR,CHAMINÉ,"Padrão: 60x30 / Espessura: 1,2 cm",,,
TRAVERTINO,TRAVERTINO,PEDRA NATURAL,2000002681,"Mármore de cor creme luminoso caracterizado por veios claros de cor terra, textura compacta e cristalina, muito utilizado para a construção e decoração.",https://cupastonept.servidor.gal/wp-content/uploads/sites/4/recursos/CUPA_STONE_PEDRA_NATURAL_2022.pdf,"TRAVERTINO_AVELLANA_COMPOSICION_PRODUCTO_WEB.jpg,TRAVERTINO_AVELLANA_TEXTURA_PRODUCTO_WEB.jpg",TRAVERTINO_AVELLANA_AMBIENTE_WEB.jpg,BEGE,"TUMBLED RETIFICADO,ALISADO VEIN CUT - CALIBRADO",all,,,,,,all,,,,,"Padrão: 61x33; 61x40,6; 48x48; 60x40 / Espessura: 1,2-3",,,
